ID,Salary,DOJ,DOL,Designation,JobCity,Gender,DOB,10percentage,10board,12graduation,12percentage,12board,CollegeTier,Degree,Specialization,collegeGPA,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Period,gyear,12GradAge,GradAge,AverageScore,Acadperf,time_gap,Employability_Score
611740,300000,2013-11-01,2015-05-01,project engineer,Hyderabad,m,1992,78.2,state board,2008,84.5,icse,2,B.Tech/B.E.,other,72.3,Uttar Pradesh,1970,650,580,545,0.622642915849938,435,0,0,0,0,0,0,-0.159,0.3789,-1.0659,-0.8682,-0.0943,2,1970,16,22,591.6666666666666,186.8,43.832991101984945,61.716231826144515
600984,350000,2012-12-01,2024-03-25,project engineer,Bengaluru,m,1988,71.06,maharashtra state board,2006,68.67,state,2,B.Tech/B.E.,CS,66.4,Maharashtra,1970,555,435,430,0.450876584483451,395,0,0,0,0,0,0,1.2772,1.2114,1.547,-0.8682,0.4805,12,1970,18,18,473.3333333333333,161.86333333333334,42.91581108829569,51.09441365211908
529904,100000,2013-10-01,2014-08-01,php developer,Dehradun,m,1992,72.0,state board,2009,68.0,state,2,B.Tech/B.E.,CS,80.0,Uttarakhand,1970,370,415,470,0.670743151433127,455,0,0,0,0,0,0,1.59199999999999,1.0858,-0.0537,-0.4078,0.0284,1,1970,17,22,418.3333333333333,166.66666666666666,43.748117727583846,49.012131631420466
445747,180000,2012-10-01,2015-04-01,operation executive,Noida,m,1989,66.0,icse,2007,69.0,icse,2,B.Tech/B.E.,CS,63.0,Uttar Pradesh,1970,735,464,535,0.488347976782714,405,0,0,0,0,0,0,-1.6538,-0.3183,-0.1626,0.6498,-1.2354,3,1970,18,19,578.0,156.0,42.74880219028063,58.97009006890334
289190,340000,2013-02-01,2024-03-25,software developer,Hyderabad,m,1993,71.0,up board,2008,58.0,state,2,B.Tech/B.E.,CS,71.0,Uttar Pradesh,1970,545,295,375,0.342314899911815,365,0,0,0,0,0,0,-0.7264,0.0328,0.5269,-1.1128,-0.2875,11,1970,15,23,405.0,152.66666666666666,43.08555783709788,45.140744903417634
48150,495000,2010-12-01,2013-10-01,systems engineer,Bengaluru,m,1986,82.5,rbse,2005,83.6,cbse,1,B.Tech/B.E.,CS,77.0,Rajasthan,1970,575,625,615,0.960903087163164,595,0,0,0,0,0,0,0.7208,0.3731,0.0914,-1.9033,0.0916,3,1970,19,16,605.0,191.76666666666665,40.91444216290212,67.00685359410976
959981,90000,2013-01-01,2013-06-01,software developer,Hyderabad,m,1991,71.28,icse,2009,68.66,icse,2,B.Tech/B.E.,CS,72.0,Haryana,1970,450,375,355,0.670743151433127,455,0,0,0,0,0,0,0.4155,-0.1206,-0.6048,-0.7415,0.4805,0,1970,18,21,393.3333333333333,163.94,43.00068446269678,46.81694318778103
331256,500000,2012-07-01,2024-03-25,software engineer,Bengaluru,f,1990,85.0,ssc,2008,93.0,state,2,B.Tech/B.E.,CS,76.12,Telangana,1970,545,465,685,0.930370607202691,565,0,0,0,0,0,0,0.0464,0.3448,0.5269,-1.1128,0.4234,12,1970,18,20,565.0,203.3733333333333,42.496919917864474,63.47773061289003
909112,190000,2013-06-01,2014-08-01,telecom engineer,New Delhi,m,1990,65.0,state board,2007,64.0,state,2,B.Tech/B.E.,EC,72.14,Uttar Pradesh,1970,500,500,370,0.655766942617211,0,0,0,0,0,366,0,1.5644,0.5454,0.1637,-1.6289,1.0554,1,1970,17,20,456.6666666666667,153.04666666666668,43.41409993155373,49.12661754483688
1236393,120000,2015-04-01,2024-03-25,technical support engineer,Noida,f,1993,69.6,state board,2009,68.0,state,2,B.Tech/B.E.,EC,70.29,Punjab,1970,395,505,525,0.783303536670298,455,388,0,0,0,0,0,0.1282,-0.4536,0.1637,0.3995,-0.4776,9,1970,16,23,475.0,161.03,45.24572210814511,62.50022499540064
728310,240000,2012-11-01,2024-03-25,software developer,New Delhi,m,1990,68.0,cbse,2008,68.0,cbse,1,B.Tech/B.E.,CS,58.0,Haryana,1970,395,545,560,0.843123726665742,515,0,0,0,0,0,0,-0.4463,0.2124,-0.9122,-1.2486,-2.5853,12,1970,18,20,500.0,155.33333333333334,42.83367556468173,55.67209267173892
53722,460000,2010-07-01,2024-03-25,senior software engineer,Pune,m,1988,76.0,maharashtra,2005,72.0,state,2,B.Tech/B.E.,CS,58.92,Maharashtra,1970,355,355,545,0.488347976782714,405,0,0,0,0,0,0,-1.3447,-1.9953,-1.3599,0.1798,-2.0253,14,1970,17,18,418.3333333333333,167.64,40.49555099247091,47.108541594170944
340628,300000,2013-05-01,2014-04-01,software engineer,Chennai,m,1989,77.8,icse,2007,74.0,cbse,2,B.Tech/B.E.,CS,67.3,Uttar Pradesh,1970,554,595,544,0.901489571371033,545,0,0,0,0,0,0,-0.5719,-0.2012,-0.3803,0.29733,-0.4455,1,1970,18,19,564.3333333333334,174.23333333333335,43.32922655715264,61.944900113103955
542295,180000,2014-08-01,2015-04-01,electrical project engineer,Bengaluru,m,1990,62.1,state board,2008,66.0,state,2,B.Tech/B.E.,EC,74.74,Uttar Pradesh,1970,300,410,430,0.336185066042399,0,0,0,0,366,0,0,0.9737,-0.2793,-1.5051,-0.349,-0.9194,1,1970,18,20,380.0,153.01333333333332,44.580424366872,43.47182964874465
1251681,450000,2014-08-01,2024-03-25,software engineer,Hyderabad,m,1992,78.0,icse,2010,70.0,icse,2,B.Tech/B.E.,CS,82.5,West Bengal,1970,545,555,390,0.744758354008939,595,0,438,0,0,0,0,0.4155,0.3789,0.6248,-1.6289,-0.4776,10,1970,18,22,496.6666666666667,175.5,44.580424366872,69.59885119500575
374790,380000,2013-05-01,2024-03-25,application developer,Pune,m,1988,84.4,cbse,2008,73.8,cbse,2,B.Tech/B.E.,CS,73.98,Uttar Pradesh,1970,395,355,445,0.600057182338341,435,0,0,0,0,0,0,-0.880999999999999,0.5008,-0.9245,1.9424,0.6603,11,1970,20,18,398.3333333333333,182.86,43.32922655715264,47.1322892132307
353517,450000,2012-10-01,2024-03-25,system engineer,Bengaluru,m,1990,90.56,karnataka secondary education board,2008,88.0,state,2,B.Tech/B.E.,EC,78.54,Karnataka,1970,485,585,535,0.694479327708463,0,366,0,0,0,0,0,-0.1082,0.1498,-0.1626,-0.2902,-0.4455,12,1970,18,20,535.0,204.74,42.74880219028063,56.31561161516443
34990,500000,2010-08-01,2024-03-25,software engineer,Noida,m,1986,87.6,cbse,2005,77.2,cbse,1,B.Tech/B.E.,CS,64.5,Punjab,1970,715,595,625,0.98374996654107,635,0,0,0,0,0,0,1.1283,0.6568,-0.0537,0.0623,-0.2875,14,1970,19,16,645.0,186.3,40.580424366872,70.41536358864151
1211611,330000,2014-04-01,2024-03-25,programmer analyst,Chennai,f,1992,79.0,cbse,2009,67.7,icse,2,B.Tech/B.E.,EC,73.92,Uttar Pradesh,1970,630,625,715,0.338786347219528,0,292,346,0,0,0,0,0.99,1.7109,0.9322,-1.2486,0.6721,10,1970,17,22,656.6666666666666,171.33999999999995,44.24640657084189,71.3235240539228
318523,400000,2012-06-01,2024-03-25,systems engineer,Hyderabad,m,1991,87.0,ssc,2008,91.3,state,2,B.Tech/B.E.,other,80.0,Andhra Pradesh,1970,515,495,215,0.622642915849938,355,300,0,0,0,0,0,1.3215,1.4368,2.1234,-1.05407,0.0284,12,1970,17,21,408.3333333333333,204.96666666666667,42.41478439425051,54.126166603359046
650400,320000,2014-07-01,2024-03-25,business analyst,Bengaluru,m,1992,86.0,cbse,2010,70.0,cbse,2,B.Tech/B.E.,CS,84.1,Madhya Pradesh,1970,545,485,470,0.704090412131314,465,0,0,0,0,0,0,1.1336,0.5454,0.4711,-1.3753,0.2889,10,1970,18,22,500.0,184.03333333333333,44.49555099247091,55.84329979622593
837421,305000,2015-02-01,2015-04-01,.net web developer,Bengaluru,f,1993,71.3,state board,2010,79.2,state,2,B.Tech/B.E.,CS,80.05,Uttar Pradesh,1970,465,475,650,0.23780283983757,475,0,315,0,0,0,0,-1.4517,-0.6201,1.0859,1.6672,-0.2859,0,1970,17,23,530.0,177.18333333333334,45.08418891170431,66.02658183073325
597624,185000,2015-03-01,2015-04-01,qa analyst,Noida,f,1990,71.3,cbse,2007,71.4,cbse,1,B.Tech/B.E.,CS,69.4,Delhi,1970,465,450,605,0.704090412131314,465,0,0,0,0,0,0,-0.159,1.5444,2.1617,1.794,1.4386,0,1970,17,20,506.6666666666667,165.83333333333331,45.16084873374401,55.50580952817975
823556,260000,2014-06-01,2024-03-25,software developer,Noida,f,1992,82.8,cbse,2010,76.6,cbse,2,B.Tech/B.E.,CS,86.0,Punjab,1970,520,555,400,0.622642915849938,475,0,407,0,0,0,0,-1.0208,1.0449,0.7785,0.2727,-0.6692,10,1970,18,22,491.6666666666667,188.06666666666663,44.41341546885695,65.83209700342498
536794,450000,2013-08-01,2024-03-25,software engineer,Pune,f,1992,88.8,cbse,2009,79.8,cbse,2,B.Tech/B.E.,CS,86.76,Orissa,1970,615,545,575,0.884122511593735,535,0,0,0,0,0,0,-0.1082,0.8128,-0.0537,0.6498,-0.0506,11,1970,17,22,578.3333333333334,197.52,43.58110882956879,63.88858719902855
483538,275000,2012-10-01,2024-03-25,technical engineer,Chennai,m,1990,86.09,matriculation board,2008,71.08,state,2,B.Tech/B.E.,EC,82.19,Tamil Nadu,1970,455,495,435,0.124502074009537,0,233,0,0,0,286,0,-0.7264,0.1888,0.3817,1.1199,0.4234,12,1970,18,20,461.6666666666667,184.5666666666667,42.74880219028063,54.28632295863718
220601,180000,2004-08-01,2005-03-01,system engineer,Gurgaon,f,1986,86.4,cbse,2004,81.6,cbse,1,B.Tech/B.E.,CS,75.2,Punjab,1970,445,635,605,0.968237495890543,605,0,0,0,0,0,0,-1.1901,1.1248,0.3817,-0.7603,0.6603,1,1970,18,16,561.6666666666666,193.06666666666663,34.58179329226557,64.00842340223666
794430,180000,2014-08-01,2015-05-01,quality engineer,Rudrapur,m,1992,77.0,icse,2010,74.0,icse,2,B.Tech/B.E.,ME,55.0,Uttar Pradesh,1970,590,585,560,0.304510913720196,0,0,0,340,0,0,0,-1.7389,-0.7866,0.3174,-0.6147,0.2889,1,1970,18,22,578.3333333333334,169.33333333333334,44.580424366872,57.322662982077986
558050,185000,2012-08-01,2015-08-01,performance engineer,Bengaluru,m,1991,67.72,matriculation,2008,67.25,state,2,B.Tech/B.E.,CS,80.06,Tamil Nadu,1970,370,415,180,0.488347976782714,405,0,0,0,0,0,0,-0.3027,0.7119,0.3174,1.2869,1.0554,3,1970,17,21,321.6666666666667,161.65666666666667,42.58179329226557,40.44313847554817
845576,65000,2014-06-01,2014-09-01,php developer,Bengaluru,f,1992,78.0,cbse,2010,72.0,cbse,2,B.Tech/B.E.,CS,74.6,Punjab,1970,545,570,455,0.600057182338341,435,0,0,0,0,0,0,1.1336,0.3789,0.1637,0.0192,-0.6692,0,1970,18,22,523.3333333333334,174.86666666666667,44.41341546885695,56.35221107186605
1101730,370000,2014-04-01,2015-04-01,software engineer,Bengaluru,m,1992,78.0,icse,2009,69.0,icse,2,B.Tech/B.E.,CS,70.0,West Bengal,1970,650,545,620,0.744758354008939,545,0,438,0,0,0,0,0.99,-0.1206,0.01,-0.6147,1.0554,1,1970,17,22,605.0,170.33333333333334,44.24640657084189,75.9280519373195
1152563,310000,2014-04-01,2024-03-25,software engineer,Navi Mumbai,m,1993,72.6,cbse,2009,69.4,cbse,2,B.Tech/B.E.,EC,72.14,Maharashtra,1970,650,605,620,0.279258511565122,475,0,0,0,0,292,0,0.8463,0.8784,0.1637,-1.7556,-0.4776,10,1970,16,23,625.0,166.04666666666668,44.24640657084189,72.03417677889111
661581,180000,2013-06-01,2014-07-01,android developer,Bengaluru,m,1989,60.0,state board,2009,55.2,cbse,2,B.Tech/B.E.,CS,71.6,Rajasthan,1970,590,525,605,0.942116551485008,575,0,0,0,0,0,0,0.2718,1.0449,1.547,-0.2344,1.6302,1,1970,20,19,573.3333333333334,139.06666666666666,43.41409993155373,62.77527724065437
604399,445000,2013-08-01,2024-03-25,software engineer,Gurgaon,f,1990,87.8,cbse,2009,84.0,cbse,1,B.Tech/B.E.,EC,73.82,Delhi,1970,650,665,810,0.694479327708463,485,366,0,0,0,0,0,-0.159,0.3789,1.2396,0.1459,0.2889,11,1970,19,20,708.3333333333334,196.40666666666667,43.58110882956879,81.08750038027063
267894,190000,2011-08-01,2012-06-01,technical support engineer,Bengaluru,m,1988,76.6,cbse,2005,65.6,cbse,2,B.Tech/B.E.,EC,58.0,Karnataka,1970,455,475,665,0.910770164246022,0,433,0,0,0,286,0,-0.1082,-0.7473,-1.0697,0.5323,-0.8799,1,1970,17,18,531.6666666666666,161.53333333333333,41.57973990417522,63.24324482162759
797119,240000,2013-08-01,2014-07-01,web developer,Bengaluru,m,1991,75.0,state board,2009,55.0,state,2,B.Tech/B.E.,CS,65.84,Karnataka,1970,520,545,430,0.765673581234011,485,0,0,0,0,0,0,0.7027,0.0459,0.9322,-0.8682,0.2889,1,1970,18,21,498.3333333333333,151.94666666666666,43.58110882956879,54.90627414452918
681928,290000,2014-09-01,2024-03-25,assistant system engineer,Bengaluru,f,1992,85.0,cbse,2009,80.6,cbse,2,B.Tech/B.E.,CS,71.06,Uttar Pradesh,1970,640,475,560,0.413838255788123,385,0,0,0,0,0,0,1.7081,1.3779,1.547,-2.5163,0.6721,10,1970,17,22,558.3333333333334,189.28666666666663,44.6652977412731,57.91970043915946
345800,400000,2014-12-01,2024-03-25,assistant manager,Jamshedpur,m,1989,82.4,cbse,2007,72.4,cbse,2,B.Tech/B.E.,EC,82.48,Tamil Nadu,1970,535,505,615,0.694479327708463,385,366,0,0,0,393,0,0.3941,-0.5913,-0.4891,0.70853,-0.9194,10,1970,18,19,551.6666666666666,182.29333333333332,44.91444216290212,76.62472649831938
919418,180000,2015-02-01,2024-03-25,software developer,Noida,m,1992,81.0,cbse,2010,68.0,cbse,2,B.Tech/B.E.,CS,63.4,Uttar Pradesh,1970,570,435,265,0.744758354008939,365,0,438,0,0,0,0,-1.8825,-1.1196,-0.4511,0.0192,-0.8608,9,1970,18,22,423.3333333333333,170.13333333333333,45.08418891170431,57.53316136178522
468092,120000,2014-11-01,2015-05-01,network engineer,Indore,m,1990,68.6,cbse,2008,64.3,cbse,2,B.Tech/B.E.,EC,73.5,Madhya Pradesh,1970,505,575,475,0.694479327708463,0,366,0,0,0,0,0,0.51,0.3448,-1.6502,-1.5828,-0.7615,1,1970,18,20,518.3333333333334,157.39999999999998,44.832306639288156,53.85487034683655
818651,275000,2012-07-01,2013-03-01,graduate engineer trainee,Bengaluru,m,1990,77.4,cbse,2008,74.4,cbse,2,B.Tech/B.E.,EC,66.0,Uttarakhand,1970,520,555,650,0.849802713510871,405,0,0,0,0,0,0,-0.159,1.2114,0.4711,-1.2486,0.8637,1,1970,18,20,575.0,173.8,42.496919917864474,59.202990435450225
42232,420000,2011-02-01,2013-07-01,system engineer,Chennai,m,1989,80.0,cbse,2005,73.0,cbse,2,B.Tech/B.E.,EC,71.5,Uttar Pradesh,1970,555,375,605,0.694479327708463,375,366,0,0,0,0,0,-1.3447,-0.1232,-0.344,0.0623,-0.4455,2,1970,16,19,511.6666666666667,176.83333333333334,41.08418891170431,63.11513953488866
615313,305000,2014-08-01,2024-03-25,programmer analyst,Chennai,m,1994,68.8,state board,2012,86.0,cbse,2,B.Tech/B.E.,CS,76.05,Punjab,1970,570,535,590,0.978799292641428,515,0,561,0,0,0,0,-1.5953,0.2124,-1.0659,-0.4879,-0.6692,10,1970,18,24,565.0,180.15,44.580424366872,75.76941678435936
1043392,180000,2014-08-01,2014-09-01,technical writer,New Delhi,m,1991,90.0,cbse,2009,75.0,cbse,2,B.Tech/B.E.,EC,57.0,Uttar Pradesh,1970,720,650,510,0.493596387301038,0,324,0,0,0,292,0,0.5591,0.8784,0.01,1.2869,-0.0943,0,1970,18,21,626.6666666666666,184.0,44.580424366872,68.172662982078
846969,220000,2014-03-01,2024-03-25,software engineer,Bengaluru,m,1989,63.43,state board,2006,51.63,state,2,MCA,CS,85.8,Tamil Nadu,1970,380,570,560,0.842248322257836,435,0,469,0,0,0,0,0.1282,0.0459,1.0859,-0.1076,-0.2859,10,1970,17,19,503.3333333333333,143.66,44.16153319644079,66.30273659684134
1262987,260000,2014-10-01,2024-03-25,operations engineer and jetty handling,vizag,m,1992,63.0,state board,2010,63.0,state,2,B.Tech/B.E.,ME,63.0,Telangana,1970,300,435,390,0.0329370177076901,0,0,0,223,0,0,0,1.8517,-0.2871,1.0859,1.6672,-0.2859,10,1970,18,22,375.0,147.0,44.747433264887064,38.97467382765116
344605,460000,2012-10-01,2015-04-01,system engineer,Bengaluru,m,1991,88.4,cbse,2008,76.0,cbse,2,B.Tech/B.E.,CS,79.6,Orissa,1970,395,345,595,0.622642915849938,0,0,0,0,0,0,0,-0.6491,0.1888,-0.6343,1.67803,-0.2875,3,1970,17,21,445.0,190.9333333333333,42.74880219028063,40.12428525268027
244056,405000,2011-12-01,2024-03-25,programmer analyst,Bengaluru,m,1990,87.0,sslc,2007,67.0,state,2,B.Tech/B.E.,ME,67.0,Tamil Nadu,1970,435,335,435,0.654107474545933,0,0,0,420,0,0,0,-0.1082,-1.3713,-0.4891,1.7074,-0.1295,13,1970,17,20,401.6666666666667,176.33333333333334,41.91375770020534,46.608388185777706
203323,430000,2010-04-01,2024-03-25,lead engineer,Bengaluru,m,1986,61.0,cbse,2003,59.0,cbse,2,B.Tech/B.E.,CS,63.0,Karnataka,1970,355,565,495,0.930370607202691,565,0,0,0,0,0,0,-0.880999999999999,0.6568,0.672,1.4724,0.3444,14,1970,17,16,471.6666666666667,141.0,40.24640657084189,54.70507130180444
661080,290000,2013-03-01,2014-01-01,portfolio analyst,Chennai,m,1991,73.0,icse,2009,91.0,state,2,B.Tech/B.E.,CS,80.0,Tamil Nadu,1970,520,495,530,0.635978756456794,445,0,0,0,0,0,0,0.5591,1.3779,2.008,-1.5021,0.8637,1,1970,18,21,515.0,190.66666666666663,43.162217659137575,56.6206047301417
190224,330000,2011-02-01,2012-10-01,assistant manager,New Delhi,m,1986,70.4,cbse,2004,66.4,cbse,1,MCA,CS,69.56,Delhi,1970,615,605,475,0.525922584252055,415,0,0,0,0,0,0,-0.2628,1.2808,0.9623,-0.4078,1.2923,1,1970,18,16,565.0,159.98666666666668,41.08418891170431,58.55474346391275
959964,180000,2015-03-01,2024-03-25,quality analyst,Noida,m,1992,67.6,cbse,2010,70.2,cbse,2,B.Tech/B.E.,EC,70.7,Haryana,1970,370,495,485,0.0219691089363428,385,164,0,0,0,340,0,-0.4463,-0.2871,-0.6048,0.1459,-1.8189,9,1970,18,22,450.0,161.36666666666667,45.16084873374401,61.81805604275517
543832,335000,2014-03-01,2024-03-25,software engineer,Pune,m,1992,73.8,cbse,2008,75.4,cbse,2,B.Tech/B.E.,EC,68.56,Uttar Pradesh,1970,405,485,680,0.376059586651545,365,300,0,0,0,0,0,-2.272,0.0328,-0.2714,1.1199,-0.4455,10,1970,16,22,523.3333333333334,172.0533333333333,44.16153319644079,61.88231676160686
611859,275000,2013-11-01,2024-03-25,project engineer,Chennai,m,1990,84.6,cbse,2009,74.2,cbse,2,B.Tech/B.E.,EC,67.86,Uttar Pradesh,1970,510,485,590,0.960603251997053,0,466,0,0,0,0,0,0.99,0.2124,-0.4511,-0.995,-0.0943,11,1970,19,20,528.3333333333334,181.42,43.832991101984945,57.40413106568824
823357,275000,2014-02-01,2024-03-25,software developer,Nouda,m,1991,81.6,state board,2009,78.4,state,2,B.Tech/B.E.,CS,79.56,Punjab,1970,510,580,515,0.486747008438193,585,0,376,0,0,0,0,-2.7443,-0.4536,-1.2196,-0.1076,-1.0524,10,1970,18,21,535.0,186.52,44.0848733744011,70.81854692220854
918908,240000,2014-10-01,2014-08-01,business development manager,Noida,f,1995,60.0,state board,2010,73.0,state,2,B.Tech/B.E.,EC,75.16,Uttar Pradesh,1970,450,555,500,0.622642915849938,0,0,0,0,0,0,0,1.2772,-1.1196,0.01,0.9066,0.4805,0,1970,15,25,501.6666666666667,158.05333333333334,44.747433264887064,43.605326552619466
454775,390000,2014-07-01,2015-04-01,assistant manager,Dharamshala,m,1991,74.0,himachal pradesh board of school education,2008,74.8,state,2,B.Tech/B.E.,EC,72.09,Punjab,1970,565,585,615,0.910770164246022,0,433,0,0,0,526,0,-0.2628,-0.1232,-0.7794,-0.7603,0.4234,1,1970,17,21,588.3333333333334,172.83,44.49555099247091,74.2414319255035
752115,300000,2013-06-01,2014-01-01,software engineer,Bengaluru,m,1991,89.0,cbse,2008,63.0,cbse,2,B.Tech/B.E.,CS,75.2,West Bengal,1970,675,595,695,0.864685413370085,525,0,0,0,0,0,0,1.5644,0.7119,-0.6048,-0.995,-0.6692,1,1970,17,21,655.0,177.06666666666666,43.41409993155373,68.48469422417782
89702,525000,2011-05-01,2024-03-25,quality analyst,Pune,m,1987,76.0,mp board,2005,84.0,state,2,B.Tech/B.E.,CS,64.0,Madhya Pradesh,1970,544,535,485,0.413838255788123,385,0,0,0,0,0,0,-0.1082,0.9688,-0.7794,1.3549,1.2923,13,1970,18,17,521.3333333333334,181.33333333333331,41.327857631759066,54.838312488554706
1116466,180000,2015-03-01,2024-03-25,programmer analyst,Hyderabad,f,1993,55.5,state board,2010,66.0,state,2,B.Tech/B.E.,CS,61.25,Andhra Pradesh,1970,265,325,320,0.486747008438193,395,0,376,0,0,0,0,-1.308,-2.1186,-1.2196,0.2727,-1.0524,9,1970,17,23,303.3333333333333,141.91666666666666,45.16084873374401,47.167639376088495
536526,150000,2013-08-01,2014-09-01,php developer,Bengaluru,m,1990,74.67,up board,2007,73.2,state,2,B.Tech/B.E.,CS,69.64,Uttar Pradesh,1970,605,560,750,0.979521744319216,625,0,0,0,0,0,0,-1.3447,0.8128,0.2366,-1.1128,0.0679,1,1970,17,20,638.3333333333334,171.08333333333334,43.58110882956879,69.50954474021994
990438,290000,2014-07-01,2015-04-01,associate system engineer,Banagalore,m,1993,92.16,state board,2010,93.7,state,2,B.Tech/B.E.,EC,79.98,Andhra Pradesh,1970,560,480,665,0.649389714846691,375,356,253,0,0,0,0,0.5591,1.5444,1.547,-1.1218,1.6302,1,1970,17,23,568.3333333333334,212.52,44.49555099247091,74.4652788836784
349723,320000,2012-09-01,2024-03-25,mechanical design engineer,Bengaluru,f,1991,83.66,state board,2008,97.1,state,2,B.Tech/B.E.,ME,81.49,Andhra Pradesh,1970,554,684,585,0.490636955889964,0,0,0,383,0,0,0,0.8578,0.8128,-1.5051,1.7662,-0.6035,12,1970,17,21,607.6666666666666,207.9233333333333,42.666666666666664,62.42044335975258
1089747,315000,2014-03-01,2015-04-01,project engineer,Bengaluru,m,1988,62.86,certificate of middle years program of ib,2007,69.04,state,2,MCA,CS,76.67,Uttar Pradesh,1970,630,580,330,0.98374996654107,635,0,0,0,0,0,0,0.7027,0.2124,-1.2196,-0.8682,0.6721,1,1970,19,18,513.3333333333334,157.45666666666668,44.16153319644079,60.37788615324184
918414,200000,2008-11-01,2012-11-01,project engineer,Trivandrum,m,1986,49.0,state board,2003,63.0,state,2,M.Tech./M.E.,EC,88.0,Karnataka,1970,310,495,500,0.622642915849938,495,292,0,0,0,0,0,-1.1644,-1.9521,-1.0659,0.5262,-1.4356,4,1970,17,16,435.0,141.33333333333334,38.83367556468173,58.45237566106543
1019771,240000,2014-07-01,2015-01-01,engineer,Mumbai,m,1990,78.4,cbse,2010,50.2,state,2,B.Tech/B.E.,EL,64.8,Karnataka,1970,455,435,475,0.557389505646088,0,292,0,0,420,0,0,1.8517,0.0459,-0.7585,-2.136,-0.4776,1,1970,20,20,455.0,150.20000000000002,44.49555099247091,57.21341069609919
1231995,200000,2013-10-01,2024-03-25,qa analyst,Hyderabad,f,1992,87.0,state board,2009,96.5,state,2,B.Tech/B.E.,EC,78.56,Telangana,1970,490,580,535,0.493596387301038,0,324,0,0,0,484,0,1.5644,0.8784,-1.2196,-0.7415,-0.4776,11,1970,17,22,535.0,209.68666666666667,43.748117727583846,67.49470133991224
820700,265000,2015-01-01,2024-03-25,software engineer,Noida,m,1992,71.0,cbse,2010,68.0,cbse,2,B.Tech/B.E.,CS,73.0,Rajasthan,1970,570,415,605,0.744758354008939,465,0,438,0,0,0,0,-0.0154,0.0459,0.1637,-0.4879,0.0973,9,1970,18,22,530.0,163.33333333333334,44.99931553730322,68.27184316959602
334275,420000,2012-07-01,2024-03-25,senior software engineer,Pune,m,1990,81.0,cbse,2007,77.7,cbse,2,B.Tech/B.E.,CS,76.0,Madhya Pradesh,1970,345,485,454,0.450876584483451,395,0,0,0,0,0,0,-1.6924,-0.2793,-0.7794,0.53233,-1.2354,12,1970,17,20,428.0,184.03333333333333,42.496919917864474,48.49450817942995
319130,350000,2012-06-01,2015-04-01,software test engineer,Bengaluru,m,1990,87.11,ssc,2008,80.4,state,2,B.Tech/B.E.,CE,68.3,Andhra Pradesh,1970,495,425,585,0.28677780573584,315,333,0,0,0,0,300,-1.6538,-1.2543,-2.3396,0.884829999999999,-1.8673,3,1970,18,20,501.6666666666667,190.27666666666664,42.41478439425051,67.6904650824465
921303,300000,2014-11-01,2024-03-25,software engineer,Chennai,f,1993,87.0,state board,2010,93.0,state,2,B.Tech/B.E.,EC,81.0,Tamil Nadu,1970,580,545,560,0.622642915849938,415,0,0,0,0,0,0,0.2718,0.3789,0.3174,1.1601,-0.6692,10,1970,17,23,561.6666666666666,207.0,44.832306639288156,59.67566248878838
642404,600000,2013-07-01,2024-03-25,engineer,New Delhi,m,1992,92.0,cbse,2009,90.2,state,1,B.Tech/B.E.,CE,77.78,Uttarakhand,1970,730,655,780,0.679644640924472,0,0,0,0,0,0,388,0.8463,0.8784,0.4711,-2.0092,-0.2859,11,1970,17,22,721.6666666666666,208.1266666666667,43.49623545516769,70.91139765069234
275033,275000,2011-10-01,2024-03-25,software test engineer,Hyderabad,m,1989,82.0,cbse,2007,88.0,cbse,2,B.Tech/B.E.,CS,63.0,Telangana,1970,515,385,625,0.21678548596901,325,0,0,0,0,0,0,1.1283,1.4368,1.2525,-0.8778,-0.1295,13,1970,18,19,508.3333333333333,191.0,41.74674880219028,52.503842485958664
1063324,300000,2014-04-01,2015-04-01,product engineer,Pune,m,1991,77.53,state board,2009,72.67,state,2,B.Tech/B.E.,EC,64.53,Maharashtra,1970,545,520,545,0.649389714846691,425,356,0,0,0,0,0,0.5591,-0.4536,0.7785,-2.136,0.4805,1,1970,18,21,536.6666666666666,171.70999999999998,44.24640657084189,65.60550314137527
643096,325000,2014-07-01,2024-03-25,network security engineer,Pune,m,1991,91.0,cbse,2009,93.4,cbse,2,B.Tech/B.E.,EC,81.2,Rajasthan,1970,660,570,530,0.910770164246022,0,433,0,0,0,0,0,0.2718,0.0459,0.7785,-1.5021,0.4805,10,1970,18,21,586.6666666666666,211.46666666666667,44.49555099247091,62.09105328165052
337880,315000,2013-04-01,2024-03-25,programmer analyst,Coimbatore,f,1989,87.8,cbse,2006,73.83,cbse,2,MCA,CS,88.0,Tamil Nadu,1970,345,475,345,0.843123726665742,515,0,0,0,0,0,0,1.59199999999999,1.0858,-0.8157,-1.58287,0.3444,11,1970,17,19,388.3333333333333,190.9633333333333,43.24709103353867,49.02158293500516
